Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,FEC_name,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
Roque De La Fuente,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,6.11,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"DE LA FUENTE, ROQUE ROCKY",S8DE00178,"DE LA FUENTE, ROQUE ROCKY",C,2.0,REP,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,4560.0,0.0,-4560.0,0.0,DE,0.0,,,,,,0.0,0.0,10/01/2018,0.0,0.0
Roque De La Fuente,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,6.11,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"DE LA FUENTE, ROQUE ROCKY",S8RI00151,"DE LA FUENTE, ROQUE ROCKY",C,2.0,REP,100000.0,0.0,47761.14,0.0,0.0,52238.86,0.0,100000.0,0.0,25000.0,0.0,75000.0,0.0,RI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0
Tom Palzer,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,9.26,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Little,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,4.06,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"LITTLE, PATRICK",S8CA00606,"LITTLE, PATRICK",C,2.0,REP,13653.0,0.0,13111.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,13553.0,CA,0.0,,,,,,0.0,100.0,12/31/2018,199.0,0.0
Erin Cruz,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,12.06,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"CRUZ, ERIN",S8CA00440,"CRUZ, ERIN",C,2.0,REP,32488.0,0.0,31795.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,0.0,31477.0,CA,0.0,,,,,,0.0,30.0,12/31/2018,125.0,0.0
Mario Nabliba,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,1.77,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"NABLIBA, MARIO",S8CA00523,"NABLIBA, MARIO",C,2.0,REP,9630.0,0.0,9629.0,0.0,0.0,0.0,0.0,6360.0,0.0,4342.0,0.0,0.0,3270.0,CA,0.0,,,,,,0.0,0.0,06/21/2018,0.0,0.0
Paul Taylor,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,14.59,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arun Bhumitra,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,15.82,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"BHUMITRA, ARUN K",S8CA00572,"BHUMITRA, ARUN K",C,2.0,REP,70667.0,0.0,70667.0,0.0,0.0,0.0,0.0,56662.0,0.0,0.0,0.0,0.0,14005.0,CA,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0
James Bradley,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,25.08,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Crew,CA,U.S. Senate California,Senator,Regular,6/5/2018,Lost,None,None,,4.24,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walker Stapleton,CO,Governor of Colorado,Governor,Regular,6/26/2018,Advanced,None,On the Ballot,,47.67,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Lopez,CO,Governor of Colorado,Governor,Regular,6/26/2018,Lost,None,None,,13.2,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Mitchell,CO,Governor of Colorado,Governor,Regular,6/26/2018,Lost,None,None,,30.12,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Robinson,CO,Governor of Colorado,Governor,Regular,6/26/2018,Lost,None,None,,9.01,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casper Stockham,CO,U.S. House Colorado District 1,Representative,Regular,6/26/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Yu,CO,U.S. House Colorado District 2,Representative,Regular,6/26/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"YU, PETER",H8CO02251,"YU, PETER",O,2.0,REP,67708.0,0.0,67708.0,0.0,0.0,0.0,0.0,3500.0,0.0,3500.0,0.0,0.0,60358.0,CO,2.0,,,,,,2350.0,1500.0,12/31/2018,0.0,0.0
Mark Barrington,CO,U.S. House Colorado District 7,Representative,Regular,6/26/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"BARRINGTON, MARK",H8CO07094,"BARRINGTON, MARK",C,2.0,REP,54976.96,0.0,54976.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54251.96,CO,7.0,,,,,,725.0,0.0,12/31/2018,20.0,0.0
Bob Stefanowski,CT,Governor of Connecticut,Governor,Regular,8/14/2018,Advanced,None,On the Ballot,,29.3,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Boughton,CT,Governor of Connecticut,Governor,Regular,8/14/2018,Lost,None,None,,21.2,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Obsitnik,CT,Governor of Connecticut,Governor,Regular,8/14/2018,Lost,None,None,,13.5,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Herbst,CT,Governor of Connecticut,Governor,Regular,8/14/2018,Lost,None,None,,17.6,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Stemerman,CT,Governor of Connecticut,Governor,Regular,8/14/2018,Lost,None,None,,18.4,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Nye,CT,U.S. House Connecticut District 1,Representative,Regular,8/14/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Postemski,CT,U.S. House Connecticut District 2,Representative,Regular,8/14/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel Cadena,CT,U.S. House Connecticut District 3,Representative,Regular,8/14/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harry Arora,CT,U.S. House Connecticut District 4,Representative,Regular,8/14/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"ARORA, HARRY",H8CT04214,"ARORA, HARRY",C,2.0,REP,754776.65,0.0,754776.65,0.0,0.0,0.0,27.28,500000.0,0.0,37853.43,0.0,212146.57,253854.37,CT,4.0,,,,,,595.0,0.0,12/31/2018,3550.0,0.0
Manny Santos,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/2018,Advanced,None,On the Ballot,,51.7,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"SANTOS, MANNY",H8CT05187,"SANTOS, MANNY",O,2.0,REP,76037.51,0.0,75953.33,0.0,0.0,84.18,0.0,2700.0,0.0,200.0,0.0,2844.31,67329.7,CT,5.0,,,,,,5500.0,500.0,12/31/2018,0.0,0.0
Ruby Corby O'Neill,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/2018,Lost,None,None,,26.7,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich DuPont,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/2018,Lost,None,None,,21.7,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Corey,CT,U.S. Senate Connecticut,Senator,Regular,8/14/2018,Advanced,None,On the Ballot,,76.7,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"COREY, MATTHEW M MR",H2CT01189,"COREY, MATTHEW M MR",C,2.0,REP,0.0,0.0,15.0,0.0,-2718.56,-2733.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CT,1.0,,,,,,0.0,0.0,01/26/2017,0.0,0.0
Dominic Rapini,CT,U.S. Senate Connecticut,Senator,Regular,8/14/2018,Lost,None,None,,23.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"RAPINI, DOMINIC",S8CT00113,"RAPINI, DOMINIC",C,2.0,REP,198123.57,0.0,168307.75,0.0,0.0,46631.07,0.0,75991.57,0.0,0.0,0.0,30000.0,122131.0,CT,0.0,,,,,,0.0,0.0,12/31/2018,1000.0,0.0
Lee Murphy,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/2018,Lost,None,None,,47.0,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"MURPHY, LEE H",H8DE01044,"MURPHY, LEE H",C,2.0,REP,20639.0,0.0,25591.86,0.0,2660.72,2177.54,0.0,0.0,0.0,0.0,0.0,0.0,19439.0,DE,0.0,,,,,,1200.0,0.0,12/31/2018,0.0,0.0
Scott Walker,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/2018,Advanced,None,On the Ballot,,53.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"WALKER, SCOTT",P60006046,"WALKER, SCOTT",O,2.0,REP,77423.96,0.0,143746.55,0.0,71869.96,5547.37,0.0,0.0,0.0,0.0,0.0,40635.48,355.0,00,0.0,,,,,,0.0,0.0,12/31/2018,5400.0,0.0
Gene Truono,DE,U.S. Senate Delaware,Senator,Regular,9/6/2018,Lost,None,None,,28.0,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Arlett,DE,U.S. Senate Delaware,Senator,Regular,9/6/2018,Advanced,None,On the Ballot,,66.8,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/2018,Lost,None,None,,5.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"DE LA FUENTE, ROQUE ROCKY",S8CA00598,"DE LA FUENTE, ROQUE ROCKY",C,2.0,REP,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,CA,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/2018,Lost,None,None,,5.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"DE LA FUENTE, ROQUE ROCKY",S8DE00178,"DE LA FUENTE, ROQUE ROCKY",C,2.0,REP,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,4560.0,0.0,-4560.0,0.0,DE,0.0,,,,,,0.0,0.0,10/01/2018,0.0,0.0
Roque De La Fuente,DE,U.S. Senate Delaware,Senator,Regular,9/6/2018,Lost,None,None,,5.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"DE LA FUENTE, ROQUE ROCKY",S8RI00151,"DE LA FUENTE, ROQUE ROCKY",C,2.0,REP,100000.0,0.0,47761.14,0.0,0.0,52238.86,0.0,100000.0,0.0,25000.0,0.0,75000.0,0.0,RI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0
Bruce Nathan,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,0.9,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ron DeSantis,FL,Governor of Florida,Governor,Regular,8/28/2018,Advanced,None,On the Ballot,,56.5,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,Yes,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don Baldauf,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,0.8,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob White,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,2.0,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Putnam,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,36.6,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Devine,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,1.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bob Langford,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,1.2,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Joseph Mercadante,FL,Governor of Florida,Governor,Regular,8/28/2018,Lost,None,None,,0.7,No,,,,,,,,,,,,,,,,,,,,,Republican,,No,,,,No,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Buck,FL,U.S. House Florida District 13,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,56.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Sostack,FL,U.S. House Florida District 13,Representative,Regular,8/28/2018,Lost,None,None,,44.0,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neil Combee,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Lost,None,None,,34.1,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"COMBEE, NEIL",H8FL15222,"COMBEE, NEIL",O,2.0,REP,217665.0,0.0,217577.48,0.0,0.0,87.52,0.0,0.0,0.0,0.0,0.0,0.0,205165.0,FL,15.0,,,,,,12500.0,0.0,12/31/2018,5500.0,0.0
Ross Spano,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,43.7,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Harper,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Lost,None,None,,10.0,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Kushmer,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Lost,None,None,,6.7,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"KUSHMER, DANNY",H8FL15248,"KUSHMER, DANNY",O,2.0,REP,77077.25,0.0,77077.25,0.0,0.0,0.0,0.0,52000.0,0.0,1476.87,0.0,0.0,25077.25,FL,15.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0
Curt Rogers,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Lost,None,None,,,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Shoemaker,FL,U.S. House Florida District 15,Representative,Regular,8/28/2018,Lost,None,None,,5.5,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"SHOEMAKER, ED",H8FL15214,"SHOEMAKER, ED",O,2.0,REP,21952.0,0.0,21952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21952.0,FL,15.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Greg Steube,FL,U.S. House Florida District 17,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,62.4,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,Yes,,,Yes,Yes,Yes,Yes,No,No,"STEUBE, W. GREG",H8FL17053,"STEUBE, W. GREG",O,2.0,REP,879106.19,0.0,694037.76,10000.0,0.0,185068.43,0.0,15000.0,0.0,15000.0,0.0,0.0,616756.19,FL,17.0,,,,,,247150.0,200.0,12/31/2018,0.0,0.0
Julio Gonzalez,FL,U.S. House Florida District 17,Representative,Regular,8/28/2018,Lost,None,None,,18.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,No,,,No,No,No,No,Yes,Yes,"GONZALEZ, JULIO",H8FL17046,"GONZALEZ, JULIO",O,2.0,REP,601425.64,0.0,593189.93,0.0,0.0,8235.71,2080.91,150000.0,0.0,122500.0,0.0,27500.0,371844.73,FL,17.0,,,,,,70500.0,7000.0,12/31/2018,9750.0,0.0
Bill Akins,FL,U.S. House Florida District 17,Representative,Regular,8/28/2018,Lost,None,None,,19.3,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Kimaz,FL,U.S. House Florida District 22,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,41.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"KIMAZ, NICOLAS T MR.",H8FL22061,"KIMAZ, NICOLAS T MR.",C,2.0,REP,202905.02,0.0,202834.66,0.0,0.0,70.36,31097.48,118450.0,0.0,1180.0,0.0,117270.0,53357.54,FL,22.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Javier Manjarres,FL,U.S. House Florida District 22,Representative,Regular,8/28/2018,Lost,None,None,,33.9,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,Yes,,,,,,,,"MANJARRES, JAVIER",H8FL22079,"MANJARRES, JAVIER",C,2.0,REP,87122.16,0.0,87122.16,0.0,0.0,0.0,5013.07,0.0,0.0,0.0,0.0,0.0,79609.09,FL,22.0,,,,,,2500.0,0.0,12/21/2018,5200.0,0.0
Eddison Walters,FL,U.S. House Florida District 22,Representative,Regular,8/28/2018,Lost,None,None,,25.1,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"WALTERS, EDDISON T",H6AL07166,"WALTERS, EDDISON T",O,1.0,DEM,15416.31,0.0,14124.81,0.0,0.0,1291.5,0.0,11530.31,0.0,390.0,0.0,11342.65,3850.0,AL,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Eddison Walters,FL,U.S. House Florida District 22,Representative,Regular,8/28/2018,Lost,None,None,,25.1,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,No,,,,,,,,"WALTERS, EDDISON T",H8FL22095,"WALTERS, EDDISON T",C,2.0,REP,15416.31,0.0,14124.81,0.0,0.0,1291.5,0.0,11530.31,0.0,390.0,0.0,11342.65,3850.0,FL,22.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0
Carla Spalding,FL,U.S. House Florida District 23,Representative,Regular,8/28/2018,Lost,None,None,,21.5,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Kaufman,FL,U.S. House Florida District 23,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,44.7,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Reyes,FL,U.S. House Florida District 23,Representative,Regular,8/28/2018,Lost,None,None,,33.8,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Barreiro,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,25.7,No,,,,,,,,,,,,,,,,,,,,,Republican,Yes,,,,,No,,,,,,No,,"BARREIRO, BRUNO",H8FL27037,"BARREIRO, BRUNO",O,2.0,REP,578578.0,0.0,476373.14,0.0,0.0,102204.86,0.0,0.0,0.0,0.0,0.0,0.0,576578.0,FL,27.0,,,,,,2000.0,0.0,12/31/2018,3700.0,0.0
Maria Peiro,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,8.0,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,Yes,,,,,,No,,"PEIRO, MARIA M",H6FL27049,"PEIRO, MARIA M",O,2.0,REP,15501.32,0.0,14938.4,0.0,0.0,562.92,0.0,8870.0,0.0,0.0,0.0,24293.85,6455.49,FL,27.0,,,,,,0.0,0.0,06/30/2018,80.49,0.0
Bettina Rodriguez-Aguilera,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,4.3,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,"RODRIGUEZ-AGUILERA, BETTINA",H8FL27094,"RODRIGUEZ-AGUILERA, BETTINA",O,2.0,REP,86042.82,0.0,87171.46,0.0,0.0,-1128.64,2511.82,14400.0,0.0,0.0,0.0,14400.0,69131.0,FL,27.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0
Gina Sosa-Suarez,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,1.9,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angie Chirino,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,6.9,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,"CHIRINO, ANGIE",H8FL27177,"CHIRINO, ANGIE",O,2.0,REP,57344.58,0.0,54075.89,0.0,0.0,-10576.33,0.0,0.0,0.0,0.0,0.0,0.0,57344.58,FL,27.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0
Maria Elvira Salazar,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,40.5,Yes,,,,,,,,,,,,,,,,,,,,,Republican,Yes,,,,,No,,,,,,Yes,,"SALAZAR, MARIA ELVIRA",H8FL27185,"SALAZAR, MARIA ELVIRA",O,2.0,REP,2069164.06,0.0,2056401.32,0.0,0.0,12762.74,0.0,10000.0,0.0,10000.0,0.0,0.0,1682147.84,FL,27.0,,,,,,71200.0,303816.22,12/31/2018,3000.0,0.0
Michael Ohevzion,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,3.8,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,"OHEVZION, MICHAEL",H8FL27201,"OHEVZION, MICHAEL",O,2.0,REP,183070.0,0.0,183070.0,0.0,0.0,0.0,68300.0,100000.0,0.0,9275.08,0.0,0.0,14770.0,FL,27.0,,,,,,0.0,0.0,09/05/2018,0.0,0.0
Elizabeth Adadi,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,2.0,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,"ADADI, ELIZABETH",H8FL27219,"ADADI, ELIZABETH",O,2.0,REP,27268.24,0.0,16636.28,0.0,0.0,0.86,3304.12,10500.0,0.0,0.0,0.0,10500.0,13464.12,FL,27.0,,,,,,0.0,0.0,08/28/2018,0.0,0.0
Stephen Marks,FL,U.S. House Florida District 27,Representative,Regular,8/28/2018,Lost,None,None,,7.0,No,,,,,,,,,,,,,,,,,,,,,Republican,No,,,,,No,,,,,,No,,"MARKS, STEPHEN",H6FL18170,"MARKS, STEPHEN",O,2.0,REP,450000.0,0.0,450000.0,0.0,0.0,0.0,0.0,450000.0,0.0,163077.95,0.0,286922.05,0.0,FL,27.0,,,,,,0.0,0.0,09/17/2018,0.0,0.0
Virginia Fuller,FL,U.S. House Florida District 5,Representative,Regular,8/28/2018,Advanced,None,On the Ballot,,100.0,Yes,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,,,,,,,,,"FULLER, VIRGINIA",H8FL05157,"FULLER, VIRGINIA",C,2.0,REP,40564.0,0.0,40413.0,0.0,0.0,151.0,364.0,0.0,32558.0,0.0,0.0,0.0,7667.0,FL,5.0,,,,,,0.0,0.06,01/30/2019,0.0,0.0
Fred Costello,FL,U.S. House Florida District 6,Representative,Regular,8/28/2018,Lost,None,None,,27.2,No,,,,,,,,,,,,,,,,,,,,,Republican,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
